week,store,demand
2024-04-22,Store 12,719.1
2024-04-29,Store 12,695.9
2024-05-06,Store 12,704.7
2024-05-13,Store 12,747.1
2024-05-20,Store 12,711.1
2024-05-27,Store 12,726.1
2024-06-03,Store 12,730.6
2024-06-10,Store 12,734.5
2024-06-17,Store 12,730.0
2024-06-24,Store 12,729.9
2024-07-01,Store 12,729.2
2024-07-08,Store 12,719.1
2024-07-15,Store 12,731.9
2024-07-22,Store 12,756.0
2024-07-29,Store 12,741.6
2024-08-05,Store 12,725.2
2024-08-12,Store 12,730.0
2024-08-19,Store 12,700.0
2024-08-26,Store 12,704.4
2024-09-02,Store 12,717.3
2024-09-09,Store 12,719.7
2024-09-16,Store 12,679.7
2024-09-23,Store 12,677.6
2024-09-30,Store 12,711.0
2024-10-07,Store 12,672.9
2024-10-14,Store 12,691.9
2024-10-21,Store 12,660.9
2024-10-28,Store 12,654.7
2024-11-04,Store 12,639.9
2024-11-11,Store 12,652.3
2024-11-18,Store 12,652.6
2024-11-25,Store 12,611.2
2024-12-02,Store 12,616.4
2024-12-09,Store 12,631.0
2024-12-16,Store 12,611.5
2024-12-23,Store 12,602.8
2024-12-30,Store 12,622.8
2025-01-06,Store 12,622.4
2025-01-13,Store 12,598.0
2025-01-20,Store 12,607.5
2025-01-27,Store 12,586.5
2025-02-03,Store 12,592.2
2025-02-10,Store 12,609.2
2025-02-17,Store 12,610.1
2025-02-24,Store 12,598.0
2025-03-03,Store 12,605.2
2025-03-10,Store 12,603.8
2025-03-17,Store 12,630.9
2025-03-24,Store 12,599.2
2025-03-31,Store 12,618.3
2025-04-07,Store 12,610.5
2025-04-14,Store 12,649.8
2025-04-21,Store 12,621.5
2025-04-28,Store 12,653.9
2025-05-05,Store 12,682.8
2025-05-12,Store 12,687.8
2025-05-19,Store 12,639.7
2025-05-26,Store 12,674.9
2025-06-02,Store 12,658.8
2025-06-09,Store 12,658.4
2025-06-16,Store 12,676.6
2025-06-23,Store 12,698.1
2024-01-01,Store 13,399.4
2024-01-08,Store 13,396.5
2024-01-15,Store 13,408.6
2024-01-22,Store 13,403.3
2024-01-29,Store 13,403.6
2024-02-05,Store 13,403.0
2024-02-12,Store 13,406.3
2024-02-19,Store 13,415.0
2024-02-26,Store 13,410.6
2024-03-04,Store 13,406.1
2024-03-11,Store 13,419.0
2024-03-18,Store 13,428.5
2024-03-25,Store 13,411.4
2024-04-01,Store 13,423.0
2024-04-08,Store 13,445.9
2024-04-15,Store 13,417.0
2024-04-22,Store 13,466.0
2024-04-29,Store 13,424.5
2024-05-06,Store 13,445.4
2024-05-13,Store 13,442.5
2024-05-20,Store 13,496.0
2024-05-27,Store 13,462.0
2024-06-03,Store 13,468.5
2024-06-10,Store 13,476.8
2024-06-17,Store 13,490.1
2024-06-24,Store 13,489.8
2024-07-01,Store 13,498.5
2024-07-08,Store 13,453.1
2024-07-15,Store 13,512.1
2024-07-22,Store 13,516.2
2024-07-29,Store 13,535.8
2024-08-05,Store 13,543.7
2024-08-12,Store 13,524.6
2024-08-19,Store 13,542.4
2024-08-26,Store 13,515.9
2024-09-02,Store 13,545.6
2024-09-09,Store 13,526.6
2024-09-16,Store 13,518.0
2024-09-23,Store 13,533.1
2024-09-30,Store 13,556.4
2024-10-07,Store 13,537.2
2024-10-14,Store 13,555.6
2024-10-21,Store 13,520.3
2024-10-28,Store 13,545.2
2024-11-04,Store 13,517.4
2024-11-11,Store 13,528.1
2024-11-18,Store 13,525.3
2024-11-25,Store 13,529.3
2024-12-02,Store 13,520.4
2024-12-09,Store 13,502.8
2024-12-16,Store 13,524.6
2024-12-23,Store 13,535.0
2024-12-30,Store 13,498.1
2025-01-06,Store 13,477.5
2025-01-13,Store 13,511.1
2025-01-20,Store 13,497.5
2025-01-27,Store 13,499.9
2025-02-03,Store 13,510.1
2025-02-10,Store 13,495.3
2025-02-17,Store 13,499.1
2025-02-24,Store 13,503.1
2025-03-03,Store 13,528.6
2025-03-10,Store 13,509.6
2025-03-17,Store 13,493.7
2025-03-24,Store 13,498.0
2025-03-31,Store 13,522.1
2025-04-07,Store 13,507.7
2025-04-14,Store 13,506.2
2025-04-21,Store 13,544.6
2025-04-28,Store 13,551.1
2025-05-05,Store 13,541.3
2025-05-12,Store 13,557.4
2025-05-19,Store 13,562.1
2025-05-26,Store 13,574.8
2025-06-02,Store 13,581.2
2025-06-09,Store 13,539.5
2025-06-16,Store 13,581.2
2025-06-23,Store 13,598.6
2024-01-01,Store 14,432.8
2024-01-08,Store 14,479.6
2024-01-15,Store 14,478.0
2024-01-22,Store 14,462.8
2024-01-29,Store 14,464.4
2024-02-05,Store 14,426.8
2024-02-12,Store 14,466.2
2024-02-19,Store 14,451.6
2024-02-26,Store 14,475.5
2024-03-04,Store 14,474.2
2024-03-11,Store 14,481.5
2024-03-18,Store 14,490.7
2024-03-25,Store 14,467.6
2024-04-01,Store 14,500.1
2024-04-08,Store 14,467.0
2024-04-15,Store 14,441.2
2024-04-22,Store 14,449.6
2024-04-29,Store 14,449.5
2024-05-06,Store 14,461.1
2024-05-13,Store 14,435.1
2024-05-20,Store 14,442.2
2024-05-27,Store 14,441.8
2024-06-03,Store 14,435.3
2024-06-10,Store 14,452.4
2024-06-17,Store 14,448.5
2024-06-24,Store 14,455.5
2024-07-01,Store 14,432.7
2024-07-08,Store 14,455.9
2024-07-15,Store 14,418.2
2024-07-22,Store 14,419.3
2024-07-29,Store 14,424.0
2024-08-05,Store 14,445.1
2024-08-12,Store 14,466.4
2024-08-19,Store 14,443.4
2024-08-26,Store 14,449.9
2024-09-02,Store 14,459.0
2024-09-09,Store 14,476.6
2024-09-16,Store 14,467.1
2024-09-23,Store 14,472.9
2024-09-30,Store 14,467.7
2024-10-07,Store 14,486.7
2024-10-14,Store 14,520.5
2024-10-21,Store 14,512.0
2024-10-28,Store 14,507.3
2024-11-04,Store 14,544.8
2024-11-11,Store 14,525.2
2024-11-18,Store 14,562.9
2024-11-25,Store 14,570.0
2024-12-02,Store 14,556.9
2024-12-09,Store 14,540.3
2024-12-16,Store 14,603.4
2024-12-23,Store 14,580.7
2024-12-30,Store 14,575.3
2025-01-06,Store 14,599.2
2025-01-13,Store 14,599.4
2025-01-20,Store 14,612.0
2025-01-27,Store 14,585.3
2025-02-03,Store 14,602.1
2025-02-10,Store 14,581.1
2025-02-17,Store 14,609.8
2025-02-24,Store 14,599.7
2025-03-03,Store 14,604.0
2025-03-10,Store 14,596.8
2025-03-17,Store 14,593.9
2025-03-24,Store 14,582.9
2025-03-31,Store 14,605.6
2025-04-07,Store 14,613.7
2025-04-14,Store 14,580.3
2025-04-21,Store 14,594.1
2025-04-28,Store 14,589.4
2025-05-05,Store 14,580.2
2025-05-12,Store 14,554.3
2025-05-19,Store 14,555.0
2025-05-26,Store 14,560.3
2025-06-02,Store 14,537.8
2025-06-09,Store 14,589.2
2025-06-16,Store 14,572.2
2025-06-23,Store 14,565.4
2024-01-01,Store 15,594.8
2024-01-08,Store 15,617.1
2024-01-15,Store 15,596.2
2024-01-22,Store 15,603.9
2024-01-29,Store 15,621.4
2024-02-05,Store 15,598.5
2024-02-12,Store 15,594.3
2024-02-19,Store 15,627.2
2024-02-26,Store 15,608.3
2024-03-04,Store 15,625.9
2024-03-11,Store 15,601.5
2024-03-18,Store 15,635.4
2024-03-25,Store 15,621.1
2024-04-01,Store 15,626.4
2024-04-08,Store 15,624.9
2024-04-15,Store 15,618.4
2024-04-22,Store 15,629.0
2024-04-29,Store 15,625.4
2024-05-06,Store 15,649.4
2024-05-13,Store 15,634.8
2024-05-20,Store 15,618.0
2024-05-27,Store 15,617.6
2024-06-03,Store 15,619.1
2024-06-10,Store 15,656.1
2024-06-17,Store 15,631.0
2024-06-24,Store 15,653.9
2024-07-01,Store 15,652.2
2024-07-08,Store 15,649.5
2024-07-15,Store 15,657.0
2024-07-22,Store 15,652.3
2024-07-29,Store 15,608.3
2024-08-05,Store 15,642.8
2024-08-12,Store 15,652.3
2024-08-19,Store 15,668.4
2024-08-26,Store 15,666.7
2024-09-02,Store 15,618.1
2024-09-09,Store 15,630.3
2024-09-16,Store 15,608.7
2024-09-23,Store 15,651.5
2024-09-30,Store 15,640.2
2024-10-07,Store 15,626.5
2024-10-14,Store 15,619.8
2024-10-21,Store 15,634.2
2024-10-28,Store 15,627.8
2024-11-04,Store 15,623.3
2024-11-11,Store 15,609.1
2024-11-18,Store 15,593.6
2024-11-25,Store 15,607.1
2024-12-02,Store 15,604.9
2024-12-09,Store 15,587.2
2024-12-16,Store 15,582.5
2024-12-23,Store 15,602.8
2024-12-30,Store 15,609.2
2025-01-06,Store 15,571.9
2025-01-13,Store 15,578.5
2025-01-20,Store 15,587.4
2025-01-27,Store 15,589.5
2025-02-03,Store 15,574.9
2025-02-10,Store 15,611.9
2025-02-17,Store 15,591.3
2025-02-24,Store 15,594.6
2025-03-03,Store 15,615.0
2025-03-10,Store 15,584.1
2025-03-17,Store 15,592.0
2025-03-24,Store 15,577.3
2025-03-31,Store 15,596.4
2025-04-07,Store 15,579.6
2025-04-14,Store 15,616.2
2025-04-21,Store 15,614.4
2025-04-28,Store 15,606.9
2025-05-05,Store 15,612.5
2025-05-12,Store 15,628.3
2025-05-19,Store 15,602.4
2025-05-26,Store 15,624.9
2025-06-02,Store 15,634.5
2025-06-09,Store 15,599.1
2025-06-16,Store 15,637.6
2025-06-23,Store 15,603.3
2024-01-01,Store 16,310.5
2024-01-08,Store 16,335.4
2024-01-15,Store 16,324.8
2024-01-22,Store 16,305.6
2024-01-29,Store 16,332.8
2024-02-05,Store 16,291.3
2024-02-12,Store 16,301.6
2024-02-19,Store 16,304.2
2024-02-26,Store 16,320.4
2024-03-04,Store 16,323.1
2024-03-11,Store 16,315.5
2024-03-18,Store 16,291.9
2024-03-25,Store 16,253.2
2024-04-01,Store 16,290.9
2024-04-08,Store 16,302.8
2024-04-15,Store 16,295.2
2024-04-22,Store 16,280.0
2024-04-29,Store 16,251.9
2024-05-06,Store 16,259.0
2024-05-13,Store 16,293.5
2024-05-20,Store 16,241.4
2024-05-27,Store 16,244.1
2024-06-03,Store 16,274.7
2024-06-10,Store 16,253.9
2024-06-17,Store 16,243.1
2024-06-24,Store 16,284.8
2024-07-01,Store 16,270.4
2024-07-08,Store 16,259.9
2024-07-15,Store 16,251.1
2024-07-22,Store 16,302.1
2024-07-29,Store 16,274.6
2024-08-05,Store 16,299.9
2024-08-12,Store 16,296.7
2024-08-19,Store 16,280.0
2024-08-26,Store 16,285.0
2024-09-02,Store 16,319.3
2024-09-09,Store 16,324.5
2024-09-16,Store 16,279.4
2024-09-23,Store 16,320.8
2024-09-30,Store 16,315.5
2024-10-07,Store 16,306.4
2024-10-14,Store 16,330.2
2024-10-21,Store 16,310.0
2024-10-28,Store 16,326.8
2024-11-04,Store 16,325.0
2024-11-11,Store 16,332.1
2024-11-18,Store 16,340.7
2024-11-25,Store 16,328.1
2024-12-02,Store 16,368.0
2024-12-09,Store 16,352.2
2024-12-16,Store 16,371.6
2024-12-23,Store 16,341.5
2024-12-30,Store 16,334.4
2025-01-06,Store 16,367.2
2025-01-13,Store 16,329.7
2025-01-20,Store 16,332.9
2025-01-27,Store 16,343.0
2025-02-03,Store 16,310.0
2025-02-10,Store 16,335.2
2025-02-17,Store 16,329.0
2025-02-24,Store 16,334.7
2025-03-03,Store 16,324.4
2025-03-10,Store 16,325.8
2025-03-17,Store 16,300.0
2025-03-24,Store 16,284.0
2025-03-31,Store 16,324.1
2025-04-07,Store 16,265.2
2025-04-14,Store 16,262.7
2025-04-21,Store 16,288.9
2025-04-28,Store 16,301.5
2025-05-05,Store 16,277.1
2025-05-12,Store 16,286.8
2025-05-19,Store 16,240.1
2025-05-26,Store 16,261.2
2025-06-02,Store 16,239.8
2025-06-09,Store 16,279.5
2025-06-16,Store 16,245.0
2025-06-23,Store 16,250.1
2024-01-01,Store 17,795.4
2024-01-08,Store 17,784.9
2024-01-15,Store 17,772.8
2024-01-22,Store 17,799.0
2024-01-29,Store 17,801.3
2024-02-05,Store 17,807.4
2024-02-12,Store 17,800.9
2024-02-19,Store 17,781.3
2024-02-26,Store 17,812.0
2024-03-04,Store 17,804.9
2024-03-11,Store 17,801.2
2024-03-18,Store 17,807.9
2024-03-25,Store 17,806.1
2024-04-01,Store 17,834.2
2024-04-08,Store 17,804.3
2024-04-15,Store 17,815.6
2024-04-22,Store 17,830.7
2024-04-29,Store 17,865.2
2024-05-06,Store 17,862.2
2024-05-13,Store 17,827.3
2024-05-20,Store 17,877.7
2024-05-27,Store 17,883.3
2024-06-03,Store 17,851.0
2024-06-10,Store 17,836.2
2024-06-17,Store 17,878.3
2024-06-24,Store 17,901.5
2024-07-01,Store 17,913.5
2024-07-08,Store 17,881.4
2024-07-15,Store 17,925.4
2024-07-22,Store 17,870.0
2024-07-29,Store 17,901.9
2024-08-05,Store 17,904.9
2024-08-12,Store 17,931.8
2024-08-19,Store 17,937.1
2024-08-26,Store 17,934.7
2024-09-02,Store 17,902.5
2024-09-09,Store 17,937.8
2024-09-16,Store 17,934.2
2024-09-23,Store 17,903.0
2024-09-30,Store 17,898.2
2024-10-07,Store 17,945.7
2024-10-14,Store 17,928.2
2024-10-21,Store 17,912.1
2024-10-28,Store 17,928.6
2024-11-04,Store 17,937.4
2024-11-11,Store 17,930.8
2024-11-18,Store 17,908.8
2024-11-25,Store 17,960.4
2024-12-02,Store 17,947.3
2024-12-09,Store 17,927.3
2024-12-16,Store 17,928.2
2024-12-23,Store 17,938.4
2024-12-30,Store 17,916.7
2025-01-06,Store 17,939.3
2025-01-13,Store 17,915.5
2025-01-20,Store 17,935.7
2025-01-27,Store 17,920.8
2025-02-03,Store 17,923.5
2025-02-10,Store 17,967.2
2025-02-17,Store 17,946.0
2025-02-24,Store 17,951.1
2025-03-03,Store 17,921.0
2025-03-10,Store 17,945.8
2025-03-17,Store 17,965.5
2025-03-24,Store 17,965.7
2025-03-31,Store 17,934.9
2025-04-07,Store 17,975.0
2025-04-14,Store 17,982.3
2025-04-21,Store 17,1001.2
2025-04-28,Store 17,977.4
2025-05-05,Store 17,959.0
2025-05-12,Store 17,983.2
2025-05-19,Store 17,987.3
2025-05-26,Store 17,1020.4
2025-06-02,Store 17,974.1
2025-06-09,Store 17,1013.6
2025-06-16,Store 17,1047.1
2025-06-23,Store 17,1031.0
2024-01-01,Store 18,477.1
2024-01-08,Store 18,482.2
2024-01-15,Store 18,469.2
2024-01-22,Store 18,492.8
2024-01-29,Store 18,479.3
2024-02-05,Store 18,519.5
2024-02-12,Store 18,547.7
2024-02-19,Store 18,518.8
2024-02-26,Store 18,506.4
2024-03-04,Store 18,482.0
2024-03-11,Store 18,498.3
2024-03-18,Store 18,549.9
2024-03-25,Store 18,513.6
2024-04-01,Store 18,525.3
2024-04-08,Store 18,541.9
2024-04-15,Store 18,554.8
2024-04-22,Store 18,529.4
2024-04-29,Store 18,525.5
2024-05-06,Store 18,531.1
2024-05-13,Store 18,518.4
2024-05-20,Store 18,516.4
2024-05-27,Store 18,527.7
2024-06-03,Store 18,520.3
2024-06-10,Store 18,545.0
2024-06-17,Store 18,514.6
2024-06-24,Store 18,520.0
2024-07-01,Store 18,481.0
2024-07-08,Store 18,499.1
2024-07-15,Store 18,474.3
2024-07-22,Store 18,485.0
2024-07-29,Store 18,483.3
2024-08-05,Store 18,467.8
2024-08-12,Store 18,497.3
2024-08-19,Store 18,477.1
2024-08-26,Store 18,468.1
2024-09-02,Store 18,457.1
2024-09-09,Store 18,467.7
2024-09-16,Store 18,415.9
2024-09-23,Store 18,454.8
2024-09-30,Store 18,416.7
2024-10-07,Store 18,421.1
2024-10-14,Store 18,436.7
2024-10-21,Store 18,446.1
2024-10-28,Store 18,410.4
2024-11-04,Store 18,420.8
2024-11-11,Store 18,431.3
2024-11-18,Store 18,429.1
2024-11-25,Store 18,447.4
2024-12-02,Store 18,489.3
2024-12-09,Store 18,447.8
2024-12-16,Store 18,434.6
2024-12-23,Store 18,430.8
2024-12-30,Store 18,450.2
2025-01-06,Store 18,446.0
2025-01-13,Store 18,472.4
2025-01-20,Store 18,477.5
2025-01-27,Store 18,469.0
2025-02-03,Store 18,511.0
2025-02-10,Store 18,475.2
2025-02-17,Store 18,489.2
2025-02-24,Store 18,505.0
2025-03-03,Store 18,512.8
2025-03-10,Store 18,522.1
2025-03-17,Store 18,512.4
2025-03-24,Store 18,524.2
2025-03-31,Store 18,500.3
2025-04-07,Store 18,525.3
2025-04-14,Store 18,525.6
2025-04-21,Store 18,534.6
2025-04-28,Store 18,486.0
2025-05-05,Store 18,495.9
2025-05-12,Store 18,519.6
2025-05-19,Store 18,464.7
2025-05-26,Store 18,508.4
2025-06-02,Store 18,512.9
2025-06-09,Store 18,483.8
2025-06-16,Store 18,481.1
2025-06-23,Store 18,466.1
2024-01-01,Store 19,502.0
2024-01-08,Store 19,508.8
2024-01-15,Store 19,547.7
2024-01-22,Store 19,519.8
2024-01-29,Store 19,536.5
2024-02-05,Store 19,527.7
2024-02-12,Store 19,532.0
2024-02-19,Store 19,519.1
2024-02-26,Store 19,524.3
2024-03-04,Store 19,532.3
2024-03-11,Store 19,555.0
2024-03-18,Store 19,569.6
2024-03-25,Store 19,527.3
2024-04-01,Store 19,545.8
2024-04-08,Store 19,533.0
2024-04-15,Store 19,548.4
2024-04-22,Store 19,566.9
2024-04-29,Store 19,542.1
2024-05-06,Store 19,545.7
2024-05-13,Store 19,565.6
2024-05-20,Store 19,547.8
2024-05-27,Store 19,526.5
2024-06-03,Store 19,537.2
2024-06-10,Store 19,519.4
2024-06-17,Store 19,535.2
2024-06-24,Store 19,533.9
2024-07-01,Store 19,503.1
2024-07-08,Store 19,524.1
2024-07-15,Store 19,517.9
2024-07-22,Store 19,526.5
2024-07-29,Store 19,530.0
2024-08-05,Store 19,524.5
2024-08-12,Store 19,513.1
2024-08-19,Store 19,532.6
2024-08-26,Store 19,507.1
2024-09-02,Store 19,502.6
2024-09-09,Store 19,477.4
2024-09-16,Store 19,527.9
2024-09-23,Store 19,520.8
2024-09-30,Store 19,543.9
2024-10-07,Store 19,513.8
2024-10-14,Store 19,539.5
2024-10-21,Store 19,562.7
2024-10-28,Store 19,547.0
2024-11-04,Store 19,575.7
2024-11-11,Store 19,568.7
2024-11-18,Store 19,584.2
2024-11-25,Store 19,601.4
2024-12-02,Store 19,614.6
2024-12-09,Store 19,609.6
2024-12-16,Store 19,603.7
2024-12-23,Store 19,616.6
2024-12-30,Store 19,640.3
2025-01-06,Store 19,622.4
2025-01-13,Store 19,641.6
2025-01-20,Store 19,644.6
2025-01-27,Store 19,654.4
2025-02-03,Store 19,645.9
2025-02-10,Store 19,637.7
2025-02-17,Store 19,677.2
2025-02-24,Store 19,687.0
2025-03-03,Store 19,648.2
2025-03-10,Store 19,682.5
2025-03-17,Store 19,694.4
2025-03-24,Store 19,687.7
2025-03-31,Store 19,672.5
2025-04-07,Store 19,664.0
2025-04-14,Store 19,678.3
2025-04-21,Store 19,679.2
2025-04-28,Store 19,674.9
2025-05-05,Store 19,668.4
2025-05-12,Store 19,652.2
2025-05-19,Store 19,671.9
2025-05-26,Store 19,669.7
2025-06-02,Store 19,662.6
2025-06-09,Store 19,658.2
2025-06-16,Store 19,678.8
2025-06-23,Store 19,641.5
2024-01-01,Store 20,873.5
2024-01-08,Store 20,906.4
2024-01-15,Store 20,892.1
2024-01-22,Store 20,875.4
2024-01-29,Store 20,886.3
2024-02-05,Store 20,912.2
2024-02-12,Store 20,912.1
2024-02-19,Store 20,885.3
2024-02-26,Store 20,901.7
2024-03-04,Store 20,909.3
2024-03-11,Store 20,900.7
2024-03-18,Store 20,945.6
2024-03-25,Store 20,915.3
2024-04-01,Store 20,912.1
2024-04-08,Store 20,931.8
2024-04-15,Store 20,909.1
2024-04-22,Store 20,930.1
2024-04-29,Store 20,890.0
2024-05-06,Store 20,908.0
2024-05-13,Store 20,930.1
2024-05-20,Store 20,937.2
2024-05-27,Store 20,901.2
2024-06-03,Store 20,898.4
2024-06-10,Store 20,919.0
2024-06-17,Store 20,899.8
2024-06-24,Store 20,903.8
2024-07-01,Store 20,919.5
2024-07-08,Store 20,896.8
2024-07-15,Store 20,874.0
2024-07-22,Store 20,882.7
2024-07-29,Store 20,901.1
2024-08-05,Store 20,871.9
2024-08-12,Store 20,894.5
2024-08-19,Store 20,877.4
2024-08-26,Store 20,922.4
2024-09-02,Store 20,930.0
2024-09-09,Store 20,881.7
2024-09-16,Store 20,901.7
2024-09-23,Store 20,884.1
2024-09-30,Store 20,894.7
2024-10-07,Store 20,927.7
2024-10-14,Store 20,895.1
2024-10-21,Store 20,899.6
2024-10-28,Store 20,891.9
2024-11-04,Store 20,925.6
2024-11-11,Store 20,862.1
2024-11-18,Store 20,907.2
2024-11-25,Store 20,916.2
2024-12-02,Store 20,910.2
2024-12-09,Store 20,936.5
2024-12-16,Store 20,945.0
2024-12-23,Store 20,909.4
2024-12-30,Store 20,965.5
2025-01-06,Store 20,916.4
2025-01-13,Store 20,960.6
2025-01-20,Store 20,947.0
2025-01-27,Store 20,940.6
2025-02-03,Store 20,945.3
2025-02-10,Store 20,954.0
2025-02-17,Store 20,960.5
2025-02-24,Store 20,946.2
2025-03-03,Store 20,958.9
2025-03-10,Store 20,953.0
2025-03-17,Store 20,948.2
2025-03-24,Store 20,955.7
2025-03-31,Store 20,952.0
2025-04-07,Store 20,963.9
2025-04-14,Store 20,977.3
2025-04-21,Store 20,973.0
2025-04-28,Store 20,1000.9
2025-05-05,Store 20,937.9
2025-05-12,Store 20,977.6
2025-05-19,Store 20,970.0
2025-05-26,Store 20,981.2
2025-06-02,Store 20,978.7
2025-06-09,Store 20,964.3
2025-06-16,Store 20,968.0
2025-06-23,Store 20,952.9
2024-01-01,Store 21,277.1
2024-01-08,Store 21,287.4
2024-01-15,Store 21,295.5
2024-01-22,Store 21,324.8
2024-01-29,Store 21,361.7
2024-02-05,Store 21,339.5
2024-02-12,Store 21,320.9
2024-02-19,Store 21,347.1
2024-02-26,Store 21,355.9
2024-03-04,Store 21,339.9
2024-03-11,Store 21,342.6
2024-03-18,Store 21,367.9
2024-03-25,Store 21,387.9
2024-04-01,Store 21,358.0
2024-04-08,Store 21,377.1
2024-04-15,Store 21,401.6
2024-04-22,Store 21,398.0
2024-04-29,Store 21,422.2
2024-05-06,Store 21,382.5
2024-05-13,Store 21,440.8
2024-05-20,Store 21,383.5
2024-05-27,Store 21,376.4
2024-06-03,Store 21,405.3
2024-06-10,Store 21,387.7
2024-06-17,Store 21,401.9
2024-06-24,Store 21,398.4
2024-07-01,Store 21,392.9
2024-07-08,Store 21,379.0
2024-07-15,Store 21,393.4
2024-07-22,Store 21,376.9
2024-07-29,Store 21,392.7
2024-08-05,Store 21,367.7
2024-08-12,Store 21,350.0
2024-08-19,Store 21,333.2
2024-08-26,Store 21,350.1
2024-09-02,Store 21,327.9
2024-09-09,Store 21,321.3
2024-09-16,Store 21,344.3
2024-09-23,Store 21,305.1
2024-09-30,Store 21,348.9
2024-10-07,Store 21,326.6
2024-10-14,Store 21,320.8
2024-10-21,Store 21,303.8
2024-10-28,Store 21,329.5
2024-11-04,Store 21,317.6
2024-11-11,Store 21,307.7
2024-11-18,Store 21,322.2
2024-11-25,Store 21,296.1
2024-12-02,Store 21,299.7
2024-12-09,Store 21,311.2
2024-12-16,Store 21,337.8
2024-12-23,Store 21,337.7
2024-12-30,Store 21,359.4
2025-01-06,Store 21,336.4
2025-01-13,Store 21,365.9
2025-01-20,Store 21,363.0
2025-01-27,Store 21,358.3
2025-02-03,Store 21,386.3
2025-02-10,Store 21,387.7
2025-02-17,Store 21,387.5
2025-02-24,Store 21,405.7
2025-03-03,Store 21,411.2
2025-03-10,Store 21,418.5
2025-03-17,Store 21,422.0
2025-03-24,Store 21,415.5
2025-03-31,Store 21,442.6
2025-04-07,Store 21,435.2
2025-04-14,Store 21,437.0
2025-04-21,Store 21,453.1
2025-04-28,Store 21,471.2
2025-05-05,Store 21,465.8
2025-05-12,Store 21,456.9
2025-05-19,Store 21,457.3
2025-05-26,Store 21,475.6
2025-06-02,Store 21,429.5
2025-06-09,Store 21,475.9
2025-06-16,Store 21,433.6
2025-06-23,Store 21,437.5
2024-01-01,Store 22,287.9
2024-01-08,Store 22,250.9
2024-01-15,Store 22,277.2
2024-01-22,Store 22,262.6
2024-01-29,Store 22,254.6
2024-02-05,Store 22,265.3
2024-02-12,Store 22,252.2
2024-02-19,Store 22,268.8
2024-02-26,Store 22,223.7
2024-03-04,Store 22,251.4
2024-03-11,Store 22,235.1
2024-03-18,Store 22,240.7
2024-03-25,Store 22,250.8
2024-04-01,Store 22,229.5
2024-04-08,Store 22,249.6
2024-04-15,Store 22,245.6
2024-04-22,Store 22,241.4
2024-04-29,Store 22,247.6
2024-05-06,Store 22,256.6
2024-05-13,Store 22,252.4
2024-05-20,Store 22,269.8
2024-05-27,Store 22,272.0
2024-06-03,Store 22,274.3
2024-06-10,Store 22,315.1
2024-06-17,Store 22,305.9
2024-06-24,Store 22,302.9
2024-07-01,Store 22,320.1
2024-07-08,Store 22,312.1
2024-07-15,Store 22,330.7
2024-07-22,Store 22,342.4
2024-07-29,Store 22,338.4
2024-08-05,Store 22,372.7
2024-08-12,Store 22,368.9
2024-08-19,Store 22,380.4
2024-08-26,Store 22,386.1
2024-09-02,Store 22,447.5
2024-09-09,Store 22,401.0
2024-09-16,Store 22,387.1
2024-09-23,Store 22,400.7
2024-09-30,Store 22,441.9
2024-10-07,Store 22,455.6
2024-10-14,Store 22,429.5
2024-10-21,Store 22,462.3
2024-10-28,Store 22,456.7
2024-11-04,Store 22,444.5
2024-11-11,Store 22,444.3
2024-11-18,Store 22,451.0
2024-11-25,Store 22,460.7
2024-12-02,Store 22,452.2
2024-12-09,Store 22,434.1
2024-12-16,Store 22,439.1
2024-12-23,Store 22,468.4
2024-12-30,Store 22,439.0
2025-01-06,Store 22,444.6
2025-01-13,Store 22,435.7
2025-01-20,Store 22,427.7
2025-01-27,Store 22,421.2
2025-02-03,Store 22,429.1
2025-02-10,Store 22,422.7
2025-02-17,Store 22,412.5
2025-02-24,Store 22,395.1
2025-03-03,Store 22,408.7
2025-03-10,Store 22,400.0
2025-03-17,Store 22,395.0
2025-03-24,Store 22,439.1
2025-03-31,Store 22,375.9
2025-04-07,Store 22,414.3
2025-04-14,Store 22,388.6
2025-04-21,Store 22,406.0
2025-04-28,Store 22,445.9
2025-05-05,Store 22,397.2
2025-05-12,Store 22,405.8
2025-05-19,Store 22,422.1
2025-05-26,Store 22,416.2
2025-06-02,Store 22,449.4
2025-06-09,Store 22,436.0
2025-06-16,Store 22,462.3
2025-06-23,Store 22,441.4
2024-01-01,Store 23,741.7
2024-01-08,Store 23,751.7
2024-01-15,Store 23,775.4
2024-01-22,Store 23,761.6
2024-01-29,Store 23,748.3
2024-02-05,Store 23,801.6
2024-02-12,Store 23,755.4
2024-02-19,Store 23,766.3
2024-02-26,Store 23,764.5
2024-03-04,Store 23,776.1
2024-03-11,Store 23,769.9
2024-03-18,Store 23,747.7
2024-03-25,Store 23,752.1
2024-04-01,Store 23,750.3
2024-04-08,Store 23,761.6
2024-04-15,Store 23,729.4
2024-04-22,Store 23,773.9
2024-04-29,Store 23,729.0
2024-05-06,Store 23,737.3
2024-05-13,Store 23,717.3
2024-05-20,Store 23,712.8
2024-05-27,Store 23,717.2
2024-06-03,Store 23,714.3
2024-06-10,Store 23,721.7
2024-06-17,Store 23,712.8
2024-06-24,Store 23,738.1
2024-07-01,Store 23,716.8
2024-07-08,Store 23,716.7
2024-07-15,Store 23,726.3
2024-07-22,Store 23,749.9
2024-07-29,Store 23,741.7
2024-08-05,Store 23,741.1
